 360 sec: 4671783 operations; 8702.53 current ops/sec; [INSERT AverageLatency(us)=1234.72] [READ AverageLatency(us)=2548.2] 
 370 sec: 4768106 operations; 9632.3 current ops/sec; [INSERT AverageLatency(us)=950.42] [READ AverageLatency(us)=15807.56] 
 380 sec: 4889759 operations; 12164.08 current ops/sec; [INSERT AverageLatency(us)=340.56] [READ AverageLatency(us)=16180.94] 
 390 sec: 4968868 operations; 7910.9 current ops/sec; [INSERT AverageLatency(us)=828.77] [READ AverageLatency(us)=7802.43] 
 400 sec: 5035229 operations; 6635.44 current ops/sec; [INSERT AverageLatency(us)=1196.92] [READ AverageLatency(us)=11559.08] 
 410 sec: 5123386 operations; 8815.7 current ops/sec; [INSERT AverageLatency(us)=1231.96] [READ AverageLatency(us)=16485.13] 
 420 sec: 5192263 operations; 6887.01 current ops/sec; [INSERT AverageLatency(us)=2213.34] [READ AverageLatency(us)=8866.27] 
 430 sec: 5352623 operations; 16036 current ops/sec; [INSERT AverageLatency(us)=464.23] [READ AverageLatency(us)=10763.31] 
 440 sec: 5446884 operations; 9425.16 current ops/sec; [INSERT AverageLatency(us)=442.99] [READ AverageLatency(us)=18486.8] 
 450 sec: 5551549 operations; 10466.5 current ops/sec; [INSERT AverageLatency(us)=196.25] [READ AverageLatency(us)=9781.12] 
 460 sec: 5551549 operations; 0 current ops/sec;   
 470 sec: 5635121 operations; 8356.36 current ops/sec; [INSERT AverageLatency(us)=3049.73] [READ AverageLatency(us)=9465.79] 
 480 sec: 5757638 operations; 12146.03 current ops/sec; [INSERT AverageLatency(us)=1100.14] [READ AverageLatency(us)=9072.52] 
 490 sec: 5811913 operations; 5426.96 current ops/sec; [INSERT AverageLatency(us)=2763.08] [READ AverageLatency(us)=23690.55] 
 500 sec: 5932289 operations; 11892.51 current ops/sec; [INSERT AverageLatency(us)=701.5] [READ AverageLatency(us)=15546.15] 
 510 sec: 5974090 operations; 4179.68 current ops/sec; [INSERT AverageLatency(us)=17.98] [READ AverageLatency(us)=9695.15] 
 520 sec: 6175754 operations; 20164.38 current ops/sec; [INSERT AverageLatency(us)=23.16] [READ AverageLatency(us)=17072.38] 
 530 sec: 6351636 operations; 17588.2 current ops/sec; [INSERT AverageLatency(us)=44.6] [READ AverageLatency(us)=5397.74] 
 540 sec: 6452636 operations; 10100 current ops/sec; [INSERT AverageLatency(us)=354.42] [READ AverageLatency(us)=22815.15] 
 550 sec: 6578245 operations; 12559.64 current ops/sec; [INSERT AverageLatency(us)=419.92] [READ AverageLatency(us)=11435.67] 
 560 sec: 6769083 operations; 19083.8 current ops/sec; [INSERT AverageLatency(us)=113.61] [READ AverageLatency(us)=8086.24] 
 570 sec: 6823181 operations; 5409.26 current ops/sec; [INSERT AverageLatency(us)=2527.76] [READ AverageLatency(us)=12293.29] 
 580 sec: 6965655 operations; 14247.4 current ops/sec; [INSERT AverageLatency(us)=645.35] [READ AverageLatency(us)=5599.81] 
 590 sec: 7058571 operations; 9290.67 current ops/sec; [INSERT AverageLatency(us)=1035.98] [READ AverageLatency(us)=10010.31] 
 600 sec: 7157506 operations; 9893.5 current ops/sec; [INSERT AverageLatency(us)=1014.5] [READ AverageLatency(us)=15386.53] 
 610 sec: 7255054 operations; 9753.82 current ops/sec; [INSERT AverageLatency(us)=157.21] [READ AverageLatency(us)=7461.36] 
 620 sec: 7276007 operations; 2094.46 current ops/sec; [INSERT AverageLatency(us)=5137.27] [READ AverageLatency(us)=7023.07] 
 630 sec: 7422705 operations; 14663.93 current ops/sec; [INSERT AverageLatency(us)=2014.3] [READ AverageLatency(us)=11128.84] 
 640 sec: 7583925 operations; 16122 current ops/sec; [INSERT AverageLatency(us)=38.17] [READ AverageLatency(us)=10680.58] 
 650 sec: 7676440 operations; 9250.57 current ops/sec; [INSERT AverageLatency(us)=531.7] [READ AverageLatency(us)=4561.33] 
 660 sec: 7794914 operations; 11847.4 current ops/sec; [INSERT AverageLatency(us)=1738.51] [READ AverageLatency(us)=5671.02] 
 670 sec: 7954191 operations; 15926.11 current ops/sec; [INSERT AverageLatency(us)=341.93] [READ AverageLatency(us)=11189.01] 
 680 sec: 8021722 operations; 6753.1 current ops/sec; [INSERT AverageLatency(us)=652.92] [READ AverageLatency(us)=9568.91] 
 690 sec: 8022922 operations; 119.99 current ops/sec; [INSERT AverageLatency(us)=91037.45] [READ AverageLatency(us)=157850.28] 
 700 sec: 8100075 operations; 7715.3 current ops/sec; [INSERT AverageLatency(us)=2364.82] [READ AverageLatency(us)=11972.58] 
 710 sec: 8260277 operations; 16018.6 current ops/sec; [INSERT AverageLatency(us)=697.69] [READ AverageLatency(us)=8577.91] 
 720 sec: 8274599 operations; 1432.2 current ops/sec; [INSERT AverageLatency(us)=11885.79] [READ AverageLatency(us)=13175.25] 
 730 sec: 8326297 operations; 5169.28 current ops/sec; [INSERT AverageLatency(us)=3703.67] [READ AverageLatency(us)=24863.06] 
 740 sec: 8550663 operations; 22436.6 current ops/sec; [INSERT AverageLatency(us)=61.84] [READ AverageLatency(us)=8474.4] 
 750 sec: 8569289 operations; 1862.41 current ops/sec; [INSERT AverageLatency(us)=1878.25] [READ AverageLatency(us)=12860.11] 
 760 sec: 8676067 operations; 10677.8 current ops/sec; [INSERT AverageLatency(us)=1652.99] [READ AverageLatency(us)=5713.73] 
 770 sec: 8767612 operations; 9153.58 current ops/sec; [INSERT AverageLatency(us)=1905.56] [READ AverageLatency(us)=17003.36] 
 780 sec: 8936803 operations; 16919.1 current ops/sec; [INSERT AverageLatency(us)=129.63] [READ AverageLatency(us)=6565.31] 
 790 sec: 8940274 operations; 347.07 current ops/sec; [INSERT AverageLatency(us)=40738.83] [READ AverageLatency(us)=141580.63] 
 800 sec: 9126122 operations; 18584.8 current ops/sec; [INSERT AverageLatency(us)=417.28] [READ AverageLatency(us)=9451.62] 
 810 sec: 9224096 operations; 9796.42 current ops/sec; [INSERT AverageLatency(us)=455.52] [READ AverageLatency(us)=8091.68] 
 820 sec: 9327022 operations; 10292.6 current ops/sec; [INSERT AverageLatency(us)=1431.91] [READ AverageLatency(us)=8396.52] [CLEANUP AverageLatency(us)=17301842] 
 830 sec: 9514526 operations; 18748.53 current ops/sec; [INSERT AverageLatency(us)=101.99] [READ AverageLatency(us)=8428.83]  
 840 sec: 9529604 operations; 1507.8 current ops/sec; [INSERT AverageLatency(us)=7443.78] [READ AverageLatency(us)=11669.47] [CLEANUP AverageLatency(us)=29525028] 
 850 sec: 9572482 operations; 4287.37 current ops/sec; [INSERT AverageLatency(us)=3287.9] [READ AverageLatency(us)=23985.11] [CLEANUP AverageLatency(us)=23651025] 
 860 sec: 9767045 operations; 19456.3 current ops/sec; [INSERT AverageLatency(us)=130.11] [READ AverageLatency(us)=4229.27] [CLEANUP AverageLatency(us)=11371817.5] 
 870 sec: 9835086 operations; 6803.42 current ops/sec; [INSERT AverageLatency(us)=515.18] [READ AverageLatency(us)=3429.61] [CLEANUP AverageLatency(us)=19184240] 
 880 sec: 9937946 operations; 10286 current ops/sec; [INSERT AverageLatency(us)=1102.78] [READ AverageLatency(us)=3265.9] [CLEANUP AverageLatency(us)=10813560.38] 
 890 sec: 10000000 operations; 6204.78 current ops/sec; [INSERT AverageLatency(us)=16.5] [READ AverageLatency(us)=1956.32] [CLEANUP AverageLatency(us)=207687] 
 894 sec: 10000000 operations; 0 current ops/sec;   [CLEANUP AverageLatency(us)=9246105] 
[OVERALL], RunTime(ms), 894101.0
[OVERALL], Throughput(ops/sec), 11184.41876253354
[INSERT], Operations, 9002043
[INSERT], AverageLatency(us), 655.5912096842906
[INSERT], MinLatency(us), 11
[INSERT], MaxLatency(us), 46699901
[INSERT], 95thPercentileLatency(ms), 0
[INSERT], 99thPercentileLatency(ms), 0
[INSERT], Return=0, 9002043
[INSERT], 0, 8987741
[INSERT], 1, 1522
[INSERT], 2, 862
[INSERT], 3, 1345
[INSERT], 4, 2156
[INSERT], 5, 1554
[INSERT], 6, 901
[INSERT], 7, 585
[INSERT], 8, 389
[INSERT], 9, 267
[INSERT], 10, 214
[INSERT], 11, 169
[INSERT], 12, 131
[INSERT], 13, 128
[INSERT], 14, 111
[INSERT], 15, 104
[INSERT], 16, 88
[INSERT], 17, 57
[INSERT], 18, 91
[INSERT], 19, 63
[INSERT], 20, 56
[INSERT], 21, 61
[INSERT], 22, 54
[INSERT], 23, 54
[INSERT], 24, 58
[INSERT], 25, 35
[INSERT], 26, 45
[INSERT], 27, 37
[INSERT], 28, 47
[INSERT], 29, 35
[INSERT], 30, 26
[INSERT], 31, 35
[INSERT], 32, 23
[INSERT], 33, 40
[INSERT], 34, 27
[INSERT], 35, 25
[INSERT], 36, 26
[INSERT], 37, 22
[INSERT], 38, 22
[INSERT], 39, 22
[INSERT], 40, 13
[INSERT], 41, 20
[INSERT], 42, 23
[INSERT], 43, 23
[INSERT], 44, 16
[INSERT], 45, 22
[INSERT], 46, 19
[INSERT], 47, 15
[INSERT], 48, 22
[INSERT], 49, 15
[INSERT], 50, 15
[INSERT], 51, 18
[INSERT], 52, 14
[INSERT], 53, 17
[INSERT], 54, 16
[INSERT], 55, 9
[INSERT], 56, 14
[INSERT], 57, 17
[INSERT], 58, 20
[INSERT], 59, 17
[INSERT], 60, 13
[INSERT], 61, 18
[INSERT], 62, 13
[INSERT], 63, 21
[INSERT], 64, 9
[INSERT], 65, 7
[INSERT], 66, 8
[INSERT], 67, 12
[INSERT], 68, 15
[INSERT], 69, 12
[INSERT], 70, 16
[INSERT], 71, 18
[INSERT], 72, 11
[INSERT], 73, 11
[INSERT], 74, 14
[INSERT], 75, 14
[INSERT], 76, 21
[INSERT], 77, 9
[INSERT], 78, 12
[INSERT], 79, 11
[INSERT], 80, 10
[INSERT], 81, 14
[INSERT], 82, 15
[INSERT], 83, 16
[INSERT], 84, 18
[INSERT], 85, 11
[INSERT], 86, 17
[INSERT], 87, 15
[INSERT], 88, 23
[INSERT], 89, 10
[INSERT], 90, 10
[INSERT], 91, 9
[INSERT], 92, 18
[INSERT], 93, 10
[INSERT], 94, 10
[INSERT], 95, 11
[INSERT], 96, 9
[INSERT], 97, 7
[INSERT], 98, 12
[INSERT], 99, 22
[INSERT], 100, 8
[INSERT], 101, 16
[INSERT], 102, 13
[INSERT], 103, 4
[INSERT], 104, 12
[INSERT], 105, 20
[INSERT], 106, 19
[INSERT], 107, 17
[INSERT], 108, 6
[INSERT], 109, 13
[INSERT], 110, 14
[INSERT], 111, 9
[INSERT], 112, 9
[INSERT], 113, 10
[INSERT], 114, 8
[INSERT], 115, 8
[INSERT], 116, 7
[INSERT], 117, 8
[INSERT], 118, 10
[INSERT], 119, 14
[INSERT], 120, 10
[INSERT], 121, 7
[INSERT], 122, 12
[INSERT], 123, 5
[INSERT], 124, 10
[INSERT], 125, 4
[INSERT], 126, 8
[INSERT], 127, 10
[INSERT], 128, 9
[INSERT], 129, 18
[INSERT], 130, 9
[INSERT], 131, 8
[INSERT], 132, 4
[INSERT], 133, 9
[INSERT], 134, 4
[INSERT], 135, 10
[INSERT], 136, 10
[INSERT], 137, 8
[INSERT], 138, 7
[INSERT], 139, 7
[INSERT], 140, 8
[INSERT], 141, 3
[INSERT], 142, 6
[INSERT], 143, 5
[INSERT], 144, 3
[INSERT], 145, 3
[INSERT], 146, 7
[INSERT], 147, 3
[INSERT], 148, 3
[INSERT], 149, 6
[INSERT], 150, 8
[INSERT], 151, 8
[INSERT], 152, 5
[INSERT], 153, 3
[INSERT], 154, 8
[INSERT], 155, 2
[INSERT], 156, 4
[INSERT], 157, 5
[INSERT], 158, 4
[INSERT], 159, 2
[INSERT], 160, 4
[INSERT], 161, 4
[INSERT], 162, 6
[INSERT], 163, 2
[INSERT], 164, 6
[INSERT], 165, 5
[INSERT], 166, 6
[INSERT], 167, 4
[INSERT], 168, 3
[INSERT], 169, 5
[INSERT], 170, 7
[INSERT], 171, 1
[INSERT], 172, 6
[INSERT], 173, 7
[INSERT], 174, 5
[INSERT], 175, 2
[INSERT], 176, 7
[INSERT], 177, 2
[INSERT], 178, 6
[INSERT], 179, 1
[INSERT], 180, 1
[INSERT], 181, 3
[INSERT], 182, 3
[INSERT], 183, 3
[INSERT], 184, 6
[INSERT], 185, 2
[INSERT], 186, 2
[INSERT], 187, 6
[INSERT], 188, 5
[INSERT], 189, 2
[INSERT], 190, 8
[INSERT], 191, 6
[INSERT], 192, 3
[INSERT], 193, 6
[INSERT], 194, 2
[INSERT], 195, 5
[INSERT], 196, 0
[INSERT], 197, 3
[INSERT], 198, 3
[INSERT], 199, 2
[INSERT], 200, 4
[INSERT], 201, 3
[INSERT], 202, 2
[INSERT], 203, 5
[INSERT], 204, 3
[INSERT], 205, 2
[INSERT], 206, 2
[INSERT], 207, 2
[INSERT], 208, 6
[INSERT], 209, 3
[INSERT], 210, 3
[INSERT], 211, 3
[INSERT], 212, 0
[INSERT], 213, 4
[INSERT], 214, 2
[INSERT], 215, 5
[INSERT], 216, 3
[INSERT], 217, 7
[INSERT], 218, 3
[INSERT], 219, 1
[INSERT], 220, 0
[INSERT], 221, 0
[INSERT], 222, 3
[INSERT], 223, 2
[INSERT], 224, 0
[INSERT], 225, 6
[INSERT], 226, 3
[INSERT], 227, 0
[INSERT], 228, 2
[INSERT], 229, 0
[INSERT], 230, 6
[INSERT], 231, 5
[INSERT], 232, 0
[INSERT], 233, 1
[INSERT], 234, 2
[INSERT], 235, 4
[INSERT], 236, 0
[INSERT], 237, 0
[INSERT], 238, 4
[INSERT], 239, 1
[INSERT], 240, 3
[INSERT], 241, 2
[INSERT], 242, 2
[INSERT], 243, 4
[INSERT], 244, 3
[INSERT], 245, 2
[INSERT], 246, 2
[INSERT], 247, 1
[INSERT], 248, 1
[INSERT], 249, 2
[INSERT], 250, 4
[INSERT], 251, 1
[INSERT], 252, 2
[INSERT], 253, 1
[INSERT], 254, 4
[INSERT], 255, 2
[INSERT], 256, 3
[INSERT], 257, 2
[INSERT], 258, 3
[INSERT], 259, 2
[INSERT], 260, 2
[INSERT], 261, 2
[INSERT], 262, 4
[INSERT], 263, 1
[INSERT], 264, 3
[INSERT], 265, 9
[INSERT], 266, 5
[INSERT], 267, 2
[INSERT], 268, 1
[INSERT], 269, 2
[INSERT], 270, 0
[INSERT], 271, 2
[INSERT], 272, 2
[INSERT], 273, 0
[INSERT], 274, 0
[INSERT], 275, 3
[INSERT], 276, 3
[INSERT], 277, 2
[INSERT], 278, 1
[INSERT], 279, 2
[INSERT], 280, 1
[INSERT], 281, 2
[INSERT], 282, 3
[INSERT], 283, 3
[INSERT], 284, 2
[INSERT], 285, 1
[INSERT], 286, 2
[INSERT], 287, 0
[INSERT], 288, 0
[INSERT], 289, 1
[INSERT], 290, 1
[INSERT], 291, 2
[INSERT], 292, 2
[INSERT], 293, 2
[INSERT], 294, 1
[INSERT], 295, 1
[INSERT], 296, 3
[INSERT], 297, 2
[INSERT], 298, 0
[INSERT], 299, 0
[INSERT], 300, 1
[INSERT], 301, 5
[INSERT], 302, 2
[INSERT], 303, 3
[INSERT], 304, 2
[INSERT], 305, 1
[INSERT], 306, 3
[INSERT], 307, 3
[INSERT], 308, 0
[INSERT], 309, 2
[INSERT], 310, 2
[INSERT], 311, 1
[INSERT], 312, 1
[INSERT], 313, 2
[INSERT], 314, 2
[INSERT], 315, 2
[INSERT], 316, 1
[INSERT], 317, 1
[INSERT], 318, 0
[INSERT], 319, 3
[INSERT], 320, 0
[INSERT], 321, 2
[INSERT], 322, 2
[INSERT], 323, 2
[INSERT], 324, 1
[INSERT], 325, 2
[INSERT], 326, 1
[INSERT], 327, 3
[INSERT], 328, 0
[INSERT], 329, 0
[INSERT], 330, 1
[INSERT], 331, 1
[INSERT], 332, 1
[INSERT], 333, 1
[INSERT], 334, 1
[INSERT], 335, 4
[INSERT], 336, 0
[INSERT], 337, 0
[INSERT], 338, 1
[INSERT], 339, 2
[INSERT], 340, 1
[INSERT], 341, 0
[INSERT], 342, 2
[INSERT], 343, 3
[INSERT], 344, 0
[INSERT], 345, 1
[INSERT], 346, 0
[INSERT], 347, 1
[INSERT], 348, 1
[INSERT], 349, 4
[INSERT], 350, 3
[INSERT], 351, 2
[INSERT], 352, 3
[INSERT], 353, 1
[INSERT], 354, 2
[INSERT], 355, 2
[INSERT], 356, 0
[INSERT], 357, 1
[INSERT], 358, 1
[INSERT], 359, 0
[INSERT], 360, 0
[INSERT], 361, 1
[INSERT], 362, 1
[INSERT], 363, 0
[INSERT], 364, 1
[INSERT], 365, 0
[INSERT], 366, 2
[INSERT], 367, 3
[INSERT], 368, 1
[INSERT], 369, 2
[INSERT], 370, 1
[INSERT], 371, 0
[INSERT], 372, 2
[INSERT], 373, 1
[INSERT], 374, 1
[INSERT], 375, 1
[INSERT], 376, 3
[INSERT], 377, 2
[INSERT], 378, 1
[INSERT], 379, 1
[INSERT], 380, 0
[INSERT], 381, 0
[INSERT], 382, 0
[INSERT], 383, 0
[INSERT], 384, 0
[INSERT], 385, 1
[INSERT], 386, 2
[INSERT], 387, 1
[INSERT], 388, 2
[INSERT], 389, 1
[INSERT], 390, 0
[INSERT], 391, 2
[INSERT], 392, 1
[INSERT], 393, 1
[INSERT], 394, 0
[INSERT], 395, 3
[INSERT], 396, 0
[INSERT], 397, 3
[INSERT], 398, 2
[INSERT], 399, 2
[INSERT], 400, 1
[INSERT], 401, 1
[INSERT], 402, 4
[INSERT], 403, 1
[INSERT], 404, 0
[INSERT], 405, 3
[INSERT], 406, 0
[INSERT], 407, 0
[INSERT], 408, 1
[INSERT], 409, 2
[INSERT], 410, 4
[INSERT], 411, 1
[INSERT], 412, 2
[INSERT], 413, 1
[INSERT], 414, 1
[INSERT], 415, 0
[INSERT], 416, 1
[INSERT], 417, 1
[INSERT], 418, 2
[INSERT], 419, 1
[INSERT], 420, 2
[INSERT], 421, 2
[INSERT], 422, 2
[INSERT], 423, 0
[INSERT], 424, 1
[INSERT], 425, 0
[INSERT], 426, 0
[INSERT], 427, 0
[INSERT], 428, 0
[INSERT], 429, 2
[INSERT], 430, 0
[INSERT], 431, 1
[INSERT], 432, 1
[INSERT], 433, 1
[INSERT], 434, 1
[INSERT], 435, 0
[INSERT], 436, 0
[INSERT], 437, 0
[INSERT], 438, 1
[INSERT], 439, 1
[INSERT], 440, 2
[INSERT], 441, 0
[INSERT], 442, 0
[INSERT], 443, 1
[INSERT], 444, 1
[INSERT], 445, 0
[INSERT], 446, 1
[INSERT], 447, 0
[INSERT], 448, 0
[INSERT], 449, 0
[INSERT], 450, 1
[INSERT], 451, 1
[INSERT], 452, 1
[INSERT], 453, 0
[INSERT], 454, 3
[INSERT], 455, 1
[INSERT], 456, 1
[INSERT], 457, 0
[INSERT], 458, 0
[INSERT], 459, 1
[INSERT], 460, 0
[INSERT], 461, 0
[INSERT], 462, 1
[INSERT], 463, 0
[INSERT], 464, 1
[INSERT], 465, 0
[INSERT], 466, 2
[INSERT], 467, 0
[INSERT], 468, 0
[INSERT], 469, 1
[INSERT], 470, 1
[INSERT], 471, 0
[INSERT], 472, 0
[INSERT], 473, 1
[INSERT], 474, 1
[INSERT], 475, 3
[INSERT], 476, 3
[INSERT], 477, 0
[INSERT], 478, 0
[INSERT], 479, 0
[INSERT], 480, 3
[INSERT], 481, 2
[INSERT], 482, 0
[INSERT], 483, 0
[INSERT], 484, 0
[INSERT], 485, 0
[INSERT], 486, 0
