737.0	1	4	6044	77	592	4079
904.0	1	4	8638	53	826	4921
809.0	1	4	5816	69	569	5027
124.0	1	4	1384	40	142	2731
420.0	1	4	5687	44	559	1825
76.0	1	4	4914	4	483	107
214.0	1	4	4019	34	383	855
588.0	1	4	8899	52	844	1396
978.0	1	4	6307	93	608	6058
320.0	1	4	3040	61	285	2290
265.0	1	4	1432	82	145	7339
1527.0	1	4	7910	97	751	8857
1224.0	1	4	7463	79	709	6632
1357.0	1	4	6373	57	615	3209
849.0	1	4	7671	91	736	2221
181.0	1	4	3114	37	296	765
134.0	1	4	1502	31	155	1396
307.0	1	4	1868	75	190	6608
400.0	1	4	8448	26	801	1715
244.0	1	4	4685	32	454	1090
152.0	1	4	2672	28	258	1252
349.0	1	4	3722	56	350	4037
1097.0	1	4	7044	87	673	5734
735.0	1	4	5394	65	536	5964
660.0	1	4	5416	77	538	4080
153.0	1	4	3824	21	363	857
526.0	1	4	5926	73	579	945
455.0	1	4	5771	38	565	3133
472.0	1	4	3965	84	372	2783
288.0	1	4	2532	50	245	2699
160.0	1	4	8229	11	776	226
349.0	1	4	9513	28	886	543
290.0	1	4	1690	91	176	3667
88.0	1	4	9110	4	860	69
979.0	1	4	7933	74	752	4961
465.0	1	4	9233	44	870	722
303.0	1	4	3185	66	298	3146
760.0	1	4	8035	82	760	794
165.0	1	4	7763	11	740	505
327.0	1	4	2284	77	226	5730
358.0	1	4	3000	74	284	3292
218.0	1	4	7309	17	697	473
70.0	1	4	3353	7	315	284
311.0	1	4	8076	27	764	686
832.0	1	4	6989	83	668	4185
589.0	1	4	4438	96	424	3110
339.0	1	4	5873	41	571	1200
347.0	1	4	8889	23	844	1531
485.0	1	4	2603	87	250	7082
541.0	1	4	7572	63	727	1171
953.0	1	4	7567	80	727	4725
504.0	1	4	5598	53	553	3074
205.0	1	4	4061	27	388	1382
285.0	1	4	7882	17	750	1283
380.0	1	4	6588	29	632	2560
103.0	1	4	2341	19	230	923
986.0	1	4	8126	63	770	5703
150.0	1	4	1179	50	126	4215
148.0	1	4	1108	45	120	3585
236.0	1	4	3269	41	309	743
303.0	1	4	2701	74	262	2584
1104.0	1	4	9945	81	917	3308
179.0	1	4	8966	8	847	342
81.0	1	4	1066	30	113	1076
69.0	1	4	4186	5	399	206
561.0	1	4	8282	60	786	772
450.0	1	4	4058	92	388	1357
1527.0	1	4	9728	98	900	7443
516.0	1	4	6891	40	656	1795
524.0	1	4	3207	90	301	8199
1132.0	1	4	8473	28	804	565
1319.0	1	4	7227	93	689	8296
266.0	1	4	6515	30	630	546
178.0	1	4	1824	67	185	2793
165.0	1	4	2502	25	243	1794
857.0	1	4	7010	65	671	6086
317.0	1	4	4798	59	468	698
681.0	1	4	5492	64	545	5139
301.0	1	4	1875	86	190	6035
181.0	1	4	1332	70	137	3250
228.0	1	4	1589	95	163	2726
201.0	1	4	6188	18	598	627
598.0	1	4	8435	35	800	3155
677.0	1	4	9443	47	883	2575
277.0	1	4	4234	46	405	1139
178.0	1	4	8851	10	842	582
418.0	1	4	3326	70	314	3904
566.0	1	4	8670	47	828	1765
1008.0	1	4	8190	70	776	5032
491.0	1	4	4166	85	396	2460
114.0	1	4	1323	30	136	666
351.0	1	4	6429	38	620	1385
556.0	1	4	5120	82	508	1581
520.0	1	4	9365	33	879	2407
232.0	1	4	6736	16	644	738
410.0	1	4	3778	60	357	2575
655.0	1	4	9420	52	881	1788
779.0	1	4	5568	95	551	4447
361.0	1	4	2148	89	214	5466
138.0	1	4	1055	58	112	1850
236.0	1	4	4536	22	440	1359
552.0	1	4	3815	86	363	4506
262.0	1	4	6081	19	593	1561
88.0	1	4	2115	16	211	259
1278.0	1	4	8515	100	812	4213
46.0	1	4	2075	9	211	135
112.0	1	4	2209	20	221	1335
227.0	1	4	2443	49	238	3145
178.0	1	4	1533	42	158	3886
726.0	1	4	5174	75	512	5743
334.0	1	4	1954	77	198	6332
593.0	1	4	7365	72	703	1134
523.0	1	4	7844	39	744	2322
143.0	1	4	3744	18	353	807
275.0	1	4	2306	82	226	1300
142.0	1	4	2173	32	217	1929
639.0	1	4	8168	71	776	1253
1032.0	1	4	9655	91	896	2224
73.0	1	4	3291	6	311	49
385.0	1	4	1998	98	203	6805
1101.0	1	4	9003	67	852	5015
287.0	1	4	6789	21	648	1146
630.0	1	4	5016	86	496	2920
186.0	1	4	9047	14	857	154
730.0	1	4	8801	68	839	1589
1237.0	1	4	9388	74	880	5678
128.0	1	4	3460	22	324	223
163.0	1	4	1470	45	150	3050
562.0	1	4	6816	61	652	1878
166.0	1	4	7078	16	677	167
511.0	1	4	5063	56	500	3677
127.0	1	4	5901	9	575	577
923.0	1	4	8934	68	846	3590
463.0	1	4	5851	49	569	1951
154.0	1	4	7355	10	702	450
261.0	1	4	3395	44	319	2027
418.0	1	4	9306	26	876	1350
472.0	1	4	7699	42	737	1622
91.0	1	4	7166	5	684	164
945.0	1	4	8797	72	839	3890
372.0	1	4	8599	32	820	1119
111.0	1	4	4115	12	391	226
315.0	1	4	9076	21	858	789
146.0	1	4	1915	29	194	2352
947.0	1	4	8364	89	796	2020
395.0	1	4	4834	51	472	3127
539.0	1	4	7816	35	743	2357
532.0	1	4	4734	87	461	2304
187.0	1	4	4583	24	446	559
1418.0	1	4	9147	80	861	7651
107.0	1	4	5148	7	510	322
99.0	1	4	4718	6	457	204
292.0	1	4	1612	89	166	6427
378.0	1	4	7964	36	756	1044
436.0	1	4	6357	37	611	3111
387.0	1	4	8690	22	829	1361
170.0	1	4	6331	10	611	635
346.0	1	4	6862	33	654	1397
399.0	1	4	3992	73	380	2404
994.0	1	4	7996	90	758	4125
654.0	1	4	4546	67	440	5959
207.0	1	4	2411	56	236	977
939.0	1	4	9867	54	910	4818
954.0	1	4	8096	52	766	4479
351.0	1	4	3862	49	365	2406
109.0	1	4	3135	15	296	725
363.0	1	4	3939	58	371	3703
98.0	1	4	2044	13	208	501
1032.0	1	4	9522	80	886	1810
856.0	1	4	9882	64	912	2224
1169.0	1	4	7406	84	703	7072
837.0	1	4	6466	72	622	4780
137.0	1	4	2352	25	232	1437
350.0	1	4	4640	57	451	1484
67.0	1	4	3419	12	321	118
243.0	1	4	1138	85	122	7120
243.0	1	4	2637	39	255	3004
473.0	1	4	7130	31	679	2339
85.0	1	4	1976	15	200	757
590.0	1	4	9011	41	854	2646
700.0	1	4	3899	95	368	8206
94.0	1	4	4470	13	428	169
366.0	1	4	8743	25	834	1533
266.0	1	4	2964	61	282	2576
